sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,turnLeft,turnRight,accel
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,false
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,true
98.99494936611666,98.99494936611666,519.9999999999999,576.6666666666666,70.00000000000001,570,470,70,false,false,true
98.99494936611663,98.99494936611661,519.6999999999998,576.3666666666666,70.00000000000001,70,169.7,70,false,false,true
98.99494936611666,98.99494936611666,519.0999999999999,575.7666666666667,70.00000000000001,70,169.10000000000002,70,false,false,true
98.99494936611663,98.99494936611666,518.1999999999998,574.8666666666666,70.00000000000001,70,168.2,70,false,false,true
98.99494936611666,98.99494936611666,516.9999999999999,573.6666666666666,70.00000000000001,70,167,70,false,false,true
98.99494936611666,98.99494936611666,515.4999999999999,572.1666666666666,70.00000000000001,70,165.5,70,false,false,false
98.99494936611663,98.99494936611666,513.6999999999998,570.3666666666666,70.00000000000001,70,163.7,70,false,false,false
98.99494936611663,98.99494936611661,512.1999999999998,568.8666666666666,70.00000000000001,70,162.2,70,false,false,true
98.99494936611666,98.99494936611666,510.9999999999999,567.6666666666666,70.00000000000001,70,161,70,false,false,true
98.99494936611666,98.99494936611666,509.4999999999999,566.1666666666666,70.00000000000001,70,159.5,70,false,false,true
98.99494936611663,98.99494936611661,507.6999999999999,564.3666666666666,70.00000000000001,70,157.7,70,false,false,true
98.99494936611663,98.99494936611666,505.59999999999985,562.2666666666667,70.00000000000001,70,155.59999999999997,70,false,false,true
98.99494936611663,98.99494936611669,503.1999999999999,559.8666666666666,70.00000000000001,70,153.2,70,false,false,true
98.99494936611666,98.99494936611666,500.4999999999999,557.1666666666666,70.00000000000001,70,150.5,70,false,false,true
98.99494936611666,98.99494936611666,497.4999999999999,554.1666666666666,70.00000000000001,70,147.5,70,false,false,true
98.99494936611663,98.99494936611666,494.1999999999999,550.8666666666666,70.00000000000001,70,144.2,70,false,false,true
98.99494936611666,98.99494936611666,490.59999999999985,547.2666666666667,70.00000000000001,70,140.59999999999997,70,false,false,true
98.99494936611663,98.99494936611666,486.6999999999999,543.3666666666666,70.00000000000001,70,136.7,70,false,false,true
98.99494936611666,98.99494936611666,482.4999999999999,539.1666666666666,70.00000000000001,70,132.5,70,false,false,true
98.99494936611666,98.99494936611666,477.9999999999999,534.6666666666666,70.00000000000001,70,128,70,false,false,true
98.99494936611663,98.99494936611669,473.1999999999999,529.8666666666666,70.00000000000001,70,123.19999999999999,70,false,false,true
98.99494936611663,98.99494936611666,468.09999999999985,524.7666666666667,70.00000000000001,118.09999999999997,70,false,false,true
98.99494936611666,98.99494936611669,462.6999999999999,519.3666666666666,70.00000000000001,112.69999999999999,70,false,false,true
98.99494936611663,98.99494936611666,456.9999999999999,513.6666666666666,70.00000000000001,70,107,70,false,false,true
98.99494936611666,98.99494936611666,450.9999999999999,507.66666666666663,70.00000000000001,70,101,70,false,false,true
98.99494936611663,98.99494936611666,444.6999999999999,501.3666666666666,70.00000000000001,70,94.69999999999999,70,false,false,true
98.99494936611663,98.99494936611666,438.09999999999985,494.7666666666666,70.00000000000001,70,88.09999999999997,70,false,false,true
98.99494936611663,98.99494936611666,431.1999999999999,487.8666666666666,70.00000000000001,70,81.19999999999999,70,false,false,true
98.99494936611666,98.99494936611666,423.9999999999999,480.66666666666663,70.00000000000001,70,74,70,false,false,true
98.99494936611666,98.99494936611666,416.4999999999999,473.16666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611663,98.99494936611661,408.6999999999999,465.3666666666666,70.00000000000001,70,70,70,false,false,true
98.99494936611663,98.99494936611669,400.59999999999985,457.2666666666666,70.00000000000001,70,70,70,false,false,true
98.99494936611663,98.99494936611661,392.1999999999999,448.8666666666666,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,383.4999999999999,440.16666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,374.4999999999999,431.16666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611663,98.99494936611669,365.1999999999999,421.8666666666666,70,70,false,false,true
98.99494936611666,98.99494936611666,355.5999999999998,412.26666666666654,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,345.69999999999993,402.3666666666667,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,335.4999999999999,392.16666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,324.9999999999999,381.66666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,314.19999999999993,370.8666666666667,70.00000000000001,70,70,70,false,false,true
98.99494936611666,98.99494936611666,303.0999999999998,359.76666666666654,70.00000000000001,70,70,false,false,true
98.99494936611666,98.99494936611666,291.69999999999993,348.36666666666656,70.00000000000001,70,70,70,false,false,true
98.99494936611666,509.11688245431424,280,336.66666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611666,492.146319705837,268,324.66666666666663,70.00000000000001,70,70,70,false,false,true
98.99494936611666,474.7514928886478,255.69999999999993,312.36666666666656,70.00000000000001,70,70,70,false,false,true
98.99494936611666,456.9324020027468,243.0999999999999,299.76666666666654,70.00000000000001,70,70,70,false,false,true
98.99494936611659,438.68904704813394,230.19999999999993,286.86666666666656,70.00000000000001,70,70,70,false,false,true
98.99494936611659,420.021428024809,216.9999999999999,273.6666666666665,70.00000000000001,73.00000000000011,70,70,false,false,true
98.99494936611659,400.9295449327722,203.4999999999999,260.1666666666665,70.00000000000001,86.50000000000011,70,70,false,true,true
115.07349723357119,431.5997693610042,220.44710238899427,263.2132022639498,80.53555904859056,79.43821882006219,70.50209184004557,70.50209184004554,false,true,true
131.397093586276,477.1202412191263,235.99362493293995,268.98566828998736,93.74116921868075,72.70462736676629,70.59760332042505,73.47016566781346,false,true,true
142.34755830889137,546.3158644333649,239.89016692786868,266.8059293634213,110.07683337499802,66.05869046733504,70.20711189358141,79.1432084140357,false,true,true
148.6653264910022,616.2698119258026,242.8996428528278,268.2672359771176,121.64345250112613,59.30899495464478,69.21966516760656,87.92122050904116,false,false,true
142.54312405334562,593.2517746811928,227.89964285282784,253.26723597711756,122.81959566431185,65.39427959397288,62.87776688653411,94.26311879011361,false,false,true
136.42092161568905,570.2337374365829,212.89964285282784,238.26723597711762,123.9957388274976,71.47956423330103,56.535868605461665,100.6050170711861,false,false,true
130.29871917803248,547.0267560996679,197.89964285282787,223.26723597711762,125.17188199068327,77.56484887262914,50.19397032438927,106.9469153522585,false,true,true
139.95945958604537,598.3672583048264,193.83857605916396,226.61672544979132,128.00378142635589,69.91656545472684,47.51095548077603,120.38782998413376,false,true,true
143.54459955114194,619.5154273017762,193.39260237138726,234.44081087188871,129.8488825123776,61.95364800583897,43.70441637004134,126.74086315387544,false,true,true
143.70554141310353,645.5100874431228,197.2901822485887,247.8274850763734,134.84956768429223,53.542999820113685,44.982362885668095,136.60955641225434,false,true,true
144.05797468452036,648.9836851593546,206.7478545317125,268.5261679547344,142.97741781539426,44.536341784915756,45.99662923104292,141.51713036926708,false,false,true
133.6062598400678,634.6686112108017,191.7478545317124,253.52616795473423,143.19646093231327,44.31729866799672,45.77758611412392,141.7361734861861,false,false,true
123.15454499561524,620.3535372622487,176.74785453171233,238.5261679547342,140.08876236268586,47.14146692288201,45.55854299720488,141.9552166031051,false,false,true
112.7028301511627,606.0384633136956,161.7478545317123,223.52616795473412,132.8605815878242,61.7096859326392,45.3394998802858,142.1742597200242,false,false,true
102.25111530671015,591.7233893651427,146.74785453171216,208.52616795473406,125.63240081296259,76.27790494239639,45.120456763366796,142.39330283694323,false,false,true
91.7994004622576,577.4083154165897,131.74785453171214,193.52616795473395,118.40422003810096,90.84612395215358,44.90141364644776,142.61234595386222,false,false,true
81.34768561780504,563.0932414680367,116.74785453171205,178.52616795473392,111.17603926323932,105.41434296191078,44.682370529528676,142.83138907078134,false,true,true
76.92355068273167,570.3487303799883,122.93715731801107,198.54665037103126,97.55692230217915,97.76432038960003,44.947012163484764,144.17450034433452,false,true,true
75.20639660531532,568.3057317563135,136.00026526343868,229.44472874273254,87.32476609076427,90.3542550648601,44.447861925366276,134.00909195683641,false,true,true
76.30008347232712,239.05382955943014,159.95562151438423,277.8412009493035,81.4123096045132,83.00235410092677,43.13524862648278,126.99244386018052,false,true,true
80.46767267484721,174.8336600457376,203.25270179975308,353.75866099658447,79.02049787863217,75.56277766334733,40.912076980423194,117.89845481545268,false,false,true
74.52917798604422,188.32676283368988,188.2527017997531,338.7586609965846,73.18880433810914,81.39447120387038,42.51651426704982,112.06676127492966,false,false,true
68.59068329724117,201.819865621642,173.25270179975334,323.7586609965847,67.35711079758613,87.2261647443934,48.34820780757287,106.23506773440663,false,false,true
62.65218860843818,528.3856399438242,158.25270179975337,308.7586609965848,61.525417257063076,93.05785828491639,54.1799013480959,100.40337419388362,false,true,true
69.44265054511546,166.06949692178065,225.97873515708,353.3978901350044,62.73523266517856,84.82877646978179,57.06721181566924,90.49679731929112,false,true,true
80.21142916092396,130.65501718781547,309.2335803268382,372.3987285107419,66.50058826976407,76.45243298921181,59.204760406031816,83.74826085294394,false,true,true
96.04118665225167,103.1641392601375,345.80101838053037,397.8547457505535,72.72729889377483,67.77496195557005,60.68347752530482,79.81878332404006,false,true,true
118.6539556573728,80.56913086556447,371.09157533704195,415.11489771157704,81.45010199031294,58.635213779770964,61.55641159976541,78.52890417031838,false,true,true
150.88379915271784,61.143227852014164,395.8068801428486,422.7445258377904,92.82887196951866,48.85217780852643,61.844924242347886,79.8361255356973,false,false,true
154.05155542579848,58.703975935527616,380.80688014284857,407.7445258377903,94.7777839345919,46.90326584345319,59.89601227727465,81.78503750077056,false,false,true
157.21931169887904,56.26472401904106,365.8068801428487,392.74452583779043,96.72669589966513,44.95435387837995,57.947100312201414,83.73394946584378,false,false,true
160.3870679719596,53.825472102554514,350.8068801428486,377.7445258377904,98.67560786473835,43.005441913306726,55.99818834712818,85.68286143091701,false,false,true
163.55482424504024,51.386220186067966,335.80688014284874,362.7445258377905,100.62451982981159,41.05652994823349,54.04927638205494,87.63177339599027,false,false,true
166.72258051812088,48.94696826958141,320.8068801428487,347.74452583779043,102.57343179488484,39.10761798316025,52.100364416981705,89.58068536106349,false,false,true
165.1748183592216,46.507716353094864,305.80688014284874,332.7445258377905,104.52234375995808,37.15870601808702,50.15145245190846,91.52959732613672,false,false,true
161.71381083408244,108.77478605900353,290.80688014284885,317.7445258377905,106.4712557250313,35.20979405301377,48.20254048683524,93.47850929120997,false,false,true
158.25280330894327,492.0801390982458,275.8068801428488,302.74452583779043,108.42016769010455,33.26088208794054,46.253628521762,95.42742125628318,false,false,true
154.79179578380405,467.69917938956877,260.80688014284874,287.7445258377904,110.36907965517779,40.789360739309394,44.30471655668876,97.37633322135645,false,false,true
151.33078825866477,443.3182196808916,245.80688014284874,272.7445258377904,112.31799162025102,52.33973759696959,42.355804591615524,99.32524518642967,false,false,true
147.86978073352563,418.9372599722147,230.80688014284868,257.7445258377903,114.26690358532426,63.89011445462989,40.40689262654229,101.2741571515029,false,false,true
141.35340765571223,394.5563002635377,215.80688014284866,242.7445258377903,116.2158155503975,75.44049131229008,38.45798066146905,103.22306911657614,false,false,true
132.1248948043529,370.17534055486055,200.80688014284863,227.74452583779023,118.16472751547073,86.99086816995029,36.509068696395815,105.17198108164938,false,false,true
122.89638195299351,345.79438084618346,185.80688014284857,212.7445258377902,116.17162083913175,98.54124502761049,34.56015673132257,107.12089304672261,false,false,true
113.66786910163417,321.4134211375064,170.80688014284854,197.74452583779018,113.24718753865731,110.09162188527077,33.08910950086938,109.06980501179585,false,true,true
113.03114375379687,352.21309015736114,167.1328985998749,190.94749080800605,118.25850512339943,101.80036530923714,39.634285063894865,113.59874666944499,false,true,true
115.65475421159061,401.7466036053982,166.5286240645203,187.02674539431314,121.91130867926748,93.76831642275239,44.69651447550961,121.38044741345605,false,true,true
